Date,Spending,Surplus
20/11/2016,2779.9759999999997,-234.5716
27/11/2016,9404.302999999998,958.4449
04/12/2016,6087.365,-23.1663
11/12/2016,10282.552,892.2683
18/12/2016,8186.790999999999,-18.054
25/12/2016,10181.337,1611.9478
01/01/2017,4078.7780000000002,119.98500000000004
08/01/2017,1806.4099999999999,-89.2688
15/01/2017,269.58,77.59259999999999
22/01/2017,1942.327,29.772000000000002
29/01/2017,326.35,63.0125
05/02/2017,962.9150000000001,-98.471
12/02/2017,1940.545,234.6116
19/02/2017,2716.0204000000003,-375.9836
26/02/2017,1890.732,-73.5483
05/03/2017,1296.464,39.0577
12/03/2017,1237.43,-179.4479
19/03/2017,951.646,-14.7414
26/03/2017,4827.308000000001,1147.182
02/04/2017,3846.4728,173.1591
09/04/2017,1775.1585,-175.8702
16/04/2017,1300.0529999999999,31.69749999999999
23/04/2017,2660.362,208.85070000000002
30/04/2017,2064.5086,-26.5719
07/05/2017,7563.8318,-276.8365
14/05/2017,2854.305,-403.5857
21/05/2017,4315.4259999999995,477.9655
28/05/2017,1684.103,148.7334
04/06/2017,3189.5964,398.88339999999994
11/06/2017,2604.894,103.57349999999997
18/06/2017,5614.8635,425.71449999999993
25/06/2017,3534.223,274.4273
02/07/2017,4604.9022,-316.7627
09/07/2017,2807.8420000000006,-73.1609
16/07/2017,2963.551,444.8395
23/07/2017,4442.237,-190.4961
30/07/2017,1562.432,131.9843
06/08/2017,505.432,16.650000000000002
13/08/2017,2670.686,508.10659999999996
20/08/2017,5592.789999999999,-483.7965
27/08/2017,4854.588,-6.1337
03/09/2017,5900.241,687.6395
10/09/2017,6038.825,-710.4435
17/09/2017,8620.542,855.0393000000001
24/09/2017,8494.12,1085.2085
01/10/2017,2389.576,-60.3867
08/10/2017,4619.608,-1358.1676
15/10/2017,6753.494999999999,-150.1724
22/10/2017,5757.5992,-937.1452
29/10/2017,2891.848,-36.083
05/11/2017,8570.840000000002,360.2118000000001
12/11/2017,6318.566000000001,-217.8878
19/11/2017,7207.635,208.51940000000002
26/11/2017,6914.896000000001,580.6647
03/12/2017,16008.171999999999,-178.6637
10/12/2017,8794.403999999999,519.7188
17/12/2017,4639.8189999999995,-780.1243
24/12/2017,7274.043000000001,557.5274
31/12/2017,4037.5647999999997,447.9969
